Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
STX,Seagate Technology PLC,36.52,$10.45B,2002,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,0.5473,$20.9M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ship
SHIPW,Seanergy Maritime Holdings Corp,0.085,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/shipw
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.22,$50.4M,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,17.07,$316.35M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",56.37,$9.03B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",0.9746,$74.4M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",0.25,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyesw
SECO,Secoo Holding Limited,8.69,$436.62M,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/seco
SCWX,SecureWorks Corp.,16.28,$1.33B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,5.3062,$88.43M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,44.41,$6.91B,1981,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",12.35,$238.34M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/slct
SIC,"Select Interior Concepts, Inc.",7.53,$193.18M,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sic
SELB,"Selecta Biosciences, Inc.",2.29,$51.37M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/selb
SIGI,"Selective Insurance Group, Inc.",59.16,$3.48B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sigi
SLS,"SELLAS Life Sciences Group, Inc. ",1.42,$31.28M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sls
LEDS,SemiLEDS Corporation,2.81,$10M,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,43.11,$2.84B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,27.99,$271.3M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,29.47,$285.64M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/seneb
SNES,"SenesTech, Inc.",0.64,$15.01M,2016,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/snes
SNH,Senior Housing Properties Trust,11.81,$2.81B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snh
SNHNI,Senior Housing Properties Trust,20.38,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhni
SNHNL,Senior Housing Properties Trust,23.43,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhnl
AIHS,Senmiao Technology Limited,3.7,$95.75M,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/aihs
SRTS,"Sensus Healthcare, Inc.",7.46,$120M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srts
SRTSW,"Sensus Healthcare, Inc.",0.8,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srtsw
STNL,Sentinel Energy Services Inc.,10.02,$432.11M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnl
STNLU,Sentinel Energy Services Inc.,10.28,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlu
STNLW,Sentinel Energy Services Inc.,0.86,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlw
SQBG,"Sequential Brands Group, Inc.",0.8893,$57.17M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sqbg
MCRB,"Seres Therapeutics, Inc.",5.13,$209.59M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mcrb
SREV,"ServiceSource International, Inc.",1.025,$95.04M,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/srev
SFBS,"ServisFirst Bancshares, Inc.",31.97,$1.7B,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/sfbs
SESN,"Sesen Bio, Inc.",0.9299,$72.03M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sesn
SVBI,Severn Bancorp Inc,7.82,$99.48M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi
SGBX,"SG Blocks, Inc.",2.77,$11.8M,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/sgbx
SGOC,"SGOCO Group, Ltd",1.01,$76.26M,2010,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc
SMED,Sharps Compliance Corp.,3.17,$50.98M,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/smed
SHSP,"SharpSpring, Inc.",12.805,$109.99M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp
SHEN,Shenandoah Telecommunications Co,45.18,$2.24B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/shen
PIXY,"ShiftPixy, Inc.",1.56,$45.82M,2017,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/pixy
SHLO,"Shiloh Industries, Inc.",5.88,$137.84M,1993,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo
TYHT,"Shineco, Inc.",0.5995,$13.71M,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/tyht
SHPG,Shire plc,172.15,$52.56B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/shpg
SCVL,"Shoe Carnival, Inc.",34.73,$536.03M,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,14.62,$186.4M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shbi
SSTI,"ShotSpotter, Inc.",30.3,$327.9M,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssti
SFLY,"Shutterfly, Inc.",41.21,$1.38B,2006,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/sfly
SIFI,"SI Financial Group, Inc.",12.96,$155.96M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sifi
SIBN,"SI-BONE, Inc.",18.8,$457.51M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sibn
SIEB,Siebert Financial Corp.,13.11,$356.03M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sieb
SNNA,"Sienna Biopharmaceuticals, Inc.",2.46,$52M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snna
SIEN,"Sientra, Inc.",13.63,$389.81M,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/sien
BSRR,Sierra Bancorp,24.27,$370.93M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bsrr
SRRA,"Sierra Oncology, Inc.",1.33,$98.91M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srra
SWIR,"Sierra Wireless, Inc.",13.58,$489.53M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,1.4401,$257.32M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify
SIGA,SIGA Technologies Inc.,7.38,$592.84M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/siga
SGLB,"Sigma Labs, Inc.",1.66,$14.44M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglb
SGLBW,"Sigma Labs, Inc.",0.39,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglbw
SGMA,"SigmaTron International, Inc.",2.5,$10.58M,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/sgma
SBNY,Signature Bank,105.66,$5.64B,2004,Finance,Major Banks,https://www.nasdaq.com/symbol/sbny
SLGN,Silgan Holdings Inc.,23.14,$2.56B,1997,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/slgn
SILC,Silicom Ltd,34.7,$262.04M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/silc
SLAB,"Silicon Laboratories, Inc.",74.38,$3.21B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,33.13,$1.2B,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/simo
SAMG,Silvercrest Asset Management Group Inc.,12.51,$168.29M,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/samg
SSNT,"SilverSun Technologies, Inc.",2.11,$9.5M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ssnt
SFNC,Simmons First National Corporation,24.63,$2.28B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sfnc
SLP,"Simulations Plus, Inc.",18.92,$329.59M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,53.3,$3.81B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sina
SBGI,"Sinclair Broadcast Group, Inc.",26.96,$2.62B,1995,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sbgi
SINO,"Sino-Global Shipping America, Ltd.",0.85,$11.54M,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sino
SVA,"Sinovac Biotech, Ltd.",6.91,$491.45M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sva
SINT,"SiNtx Technologies, Inc.",0.195,$4.25M,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sint
SG,"Sirius International Insurance Group, Ltd.",13.06,$1.5B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sg
SIRI,Sirius XM Holdings Inc.,5.94,$26B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/siri
SITO,"SITO Mobile, Ltd.",1.08,$27.47M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sito
SKYS,"Sky Solar Holdings, Ltd.",0.561,$29.42M,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/skys
SKYW,"SkyWest, Inc.",43.39,$2.25B,1986,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/skyw
SWKS,"Skyworks Solutions, Inc.",60.72,$10.78B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks
SNBR,Sleep Number Corporation,31.33,$1.04B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/snbr
SLM,SLM Corporation,8.61,$3.75B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slm
SLMBP,SLM Corporation,58.49,$233.96M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slmbp
SMSH,Smaaash Entertainment Inc.,1.96,$10M,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/smsh
SMSHW,Smaaash Entertainment Inc.,0.3,n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/smshw
SGH,"SMART Global Holdings, Inc.",29.07,$662.24M,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/sgh
SND,"Smart Sand, Inc.",2.26,$94.02M,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/snd
SMBK,"SmartFinancial, Inc.",17.17,$239.24M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smbk
SMSI,"Smith Micro Software, Inc.",1.87,$52.86M,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,4.8,$110.79M,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx
SRAX,"Social Reality, Inc.",2.02,$20.47M,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/srax
SCKT,"Socket Mobile, Inc.",1.55,$9.12M,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/sckt
SOHU,Sohu.com Limited ,16.53,$643.29M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/sohu
SLRC,Solar Capital Ltd.,19.57,$827.04M,2010,n/a,n/a,https://www.nasdaq.com/symbol/slrc
SUNS,Solar Senior Capital Ltd.,15.32,$245.74M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/suns
SEDG,"SolarEdge Technologies, Inc.",35.5,$1.62B,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/sedg
SLNO,"Soleno Therapeutics, Inc.",1.63,$34.94M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slno
SLNOW,"Soleno Therapeutics, Inc.",0.1003,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slnow
SLGL,Sol-Gel Technologies Ltd.,6.02,$114.08M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/slgl
SLDB,Solid Biosciences Inc.,28.45,$1.01B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sldb
SNGX,"Soligenix, Inc.",0.9451,$16.71M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngx
SNGXW,"Soligenix, Inc.",0.26,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngxw
SNOA,"Sonoma Pharmaceuticals, Inc.",0.7,$7.81M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoa
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.0053,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoaw
SONO,"Sonos, Inc.",10.09,$1.02B,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sono
SPHS,"Sophiris Bio, Inc.",0.8847,$26.64M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sphs
SORL,"SORL Auto Parts, Inc.",2.18,$42.08M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sorl
SRNE,"Sorrento Therapeutics, Inc.",2.47,$302.02M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/srne
SOHO,Sotherly Hotels Inc.,5.89,$83.69M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/soho
SOHOB,Sotherly Hotels Inc.,24.7519,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohob
SOHOO,Sotherly Hotels Inc.,22.1966,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohoo
SOHOK,Sotherly Hotels LP,25.39,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohok
SFBC,"Sound Financial Bancorp, Inc.",33.08,$84.02M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sfbc
SSB,South State Corporation,59.95,$2.19B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ssb
SFST,"Southern First Bancshares, Inc.",32.5,$242.13M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sfst
SMBC,"Southern Missouri Bancorp, Inc.",33.46,$311.62M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/smbc
SONA,"Southern National Bancorp of Virginia, Inc.",13.72,$330M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sona
SBSI,"Southside Bancshares, Inc.",32.08,$1.13B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbsi
SP,SP Plus Corporation,29.02,$659.93M,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/sp
SGRP,"SPAR Group, Inc.",0.556,$11.49M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sgrp
SPKE,"Spark Energy, Inc.",7.57,$264.03M,2014,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spke
SPKEP,"Spark Energy, Inc.",20.85,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spkep
ONCE,"Spark Therapeutics, Inc.",37.95,$1.43B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/once
SPAR,"Spartan Motors, Inc.",7.54,$265.22M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/spar
SPTN,SpartanNash Company,17.84,$641.17M,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/sptn
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,22.28,$120.31M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwfi
SPPI,"Spectrum Pharmaceuticals, Inc.",9.08,$970.77M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sppi
SPRO,"Spero Therapeutics, Inc.",6.36,$115.67M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/spro
ANY,Sphere 3D Corp.,3.27,$6.42M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/any
SPEX,Spherix Incorporated,0.6922,$5.91M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/spex
SPI,"SPI Energy Co., Ltd.",0.887,$6.44M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spi
SAVE,"Spirit Airlines, Inc.",53.96,$3.68B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save
STXB,"Spirit of Texas Bancshares, Inc.",22.48,$268.76M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/stxb
SPLK,Splunk Inc.,100.81,$14.9B,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/splk
SPOK,"Spok Holdings, Inc.",13.35,$259.74M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/spok
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",4.36,$187.21M,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/spwh
SBPH,"Spring Bank Pharmaceuticals, Inc.",10.31,$169.43M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbph
FUND,"Sprott Focus Trust, Inc.",5.81,$151.2M,n/a,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/fund
SFM,"Sprouts Farmers Market, Inc.",23.76,$3.03B,2013,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfm
SPSC,"SPS Commerce, Inc.",79.94,$1.41B,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spsc
SSNC,"SS&C Technologies Holdings, Inc.",43.37,$10.87B,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc
SSLJ,SSLJ.com Limited,0.27,$11.88M,2018,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/sslj
SSRM,SSR Mining Inc.,12.41,$1.49B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ssrm
STAA,STAAR Surgical Company,27.81,$1.23B,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/staa
STAF,"Staffing 360 Solutions, Inc.",1.7351,$8.7M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/staf
STMP,Stamps.com Inc.,147.97,$2.68B,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stmp
STND,Standard AVB Financial Corp.,30.25,$145.49M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stnd
SBLK,Star Bulk Carriers Corp.,9.35,$861.4M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblk
SBLKZ,Star Bulk Carriers Corp.,24.73,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblkz
SBUX,Starbucks Corporation,61.53,$76.33B,1992,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sbux
STFC,State Auto Financial Corporation,33.62,$1.45B,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/stfc
GASS,"StealthGas, Inc.",2.79,$111.21M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/gass
STCN,"Steel Connect, Inc.",1.7,$103.04M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stcn
STLD,"Steel Dynamics, Inc.",29.96,$6.88B,1996,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/stld
SMRT,"Stein Mart, Inc.",1.15,$55.02M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/smrt
SBOT,"Stellar Biotechnologies, Inc.",1.0101,$5.38M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbot
STML,"Stemline Therapeutics, Inc.",9.37,$297.97M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/stml
SRCL,"Stericycle, Inc.",37.17,$3.37B,1996,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/srcl
SBT,"Sterling Bancorp, Inc.",7.24,$383.81M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sbt
STRL,Sterling Construction Company Inc,11.2,$303.17M,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/strl
SHOO,"Steven Madden, Ltd.",30.05,$2.63B,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/shoo
SSFN,Stewardship Financial Corp,8.48,$73.59M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ssfn
SFIX,"Stitch Fix, Inc.",17.1,$1.7B,2017,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/sfix
SYBT,"Stock Yards Bancorp, Inc.",33.11,$753.1M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sybt
BANX,StoneCastle Financial Corp,19.777,$129.5M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banx
STNE,StoneCo Ltd.,18.56,$5.14B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/stne
SSKN,"Strata Skin Sciences, Inc.",2.72,$81.45M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sskn
SSYS,"Stratasys, Ltd.",17.96,$966.43M,1994,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ssys
STRA,"Strategic Education, Inc.",109.15,$2.37B,1996,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stra
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,22.2111,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hndl
STRT,Strattec Security Corporation,30.8,$115.14M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/strt
STRS,Stratus Properties Inc.,24.02,$196.11M,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/strs
STRM,"Streamline Health Solutions, Inc.",0.9397,$18.91M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/strm
SBBP,Strongbridge Biopharma plc,4.42,$231.73M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbbp
SUMR,"Summer Infant, Inc.",1.05,$19.74M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sumr
SMMF,"Summit Financial Group, Inc.",19.52,$243.49M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smmf
SSBI,Summit State Bank,11.67,$70.8M,2006,n/a,n/a,https://www.nasdaq.com/symbol/ssbi
SMMT,Summit Therapeutics plc,1.34,$22.05M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/smmt
WISA,"Summit Wireless Technologies, Inc.",3.29,$50.56M,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/wisa
SNHY,Sun Hydraulics Corporation,32.23,$1.03B,1997,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/snhy
SNDE,Sundance Energy Australia Limited,2.495,$17.13M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snde
SNSS,"Sunesis Pharmaceuticals, Inc.",0.4221,$15.8M,2005,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snss
STKL,"SunOpta, Inc.",3.89,$339.16M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/stkl
SPWR,SunPower Corporation,5.04,$711.07M,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/spwr
RUN,Sunrun Inc.,9.78,$1.09B,2015,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/run
SUNW,"Sunworks, Inc.",0.28,$7.31M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/sunw
SPCB,"SuperCom, Ltd.",1.43,$21.39M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spcb
SCON,Superconductor Technologies Inc.,1.44,$4.71M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/scon
SGC,"Superior Group of Companies, Inc.",17.77,$271.4M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sgc
SUPN,"Supernus Pharmaceuticals, Inc.",32.8,$1.71B,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/supn
SPRT,"support.com, Inc.",2.46,$46.53M,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/sprt
SURF,"Surface Oncology, Inc.",4.54,$125.68M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/surf
SGRY,"Surgery Partners, Inc.",9.93,$485.49M,2015,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sgry
SRDX,"Surmodics, Inc.",45.03,$607.19M,1998,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srdx
STRO,"Sutro Biopharma, Inc.",9.2,$210.2M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/stro
SIVB,SVB Financial Group,189.64,$10.1B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sivb
SVMK,SVMK Inc.,11.72,$1.47B,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/svmk
SYKE,"Sykes Enterprises, Incorporated",24.67,$1.06B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/syke
SYMC,Symantec Corporation,18.58,$11.87B,1989,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/symc
SYNC,"Synacor, Inc.",1.55,$60.45M,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sync
SYNL,Synalloy Corporation,15.5,$137.5M,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/synl
SYNA,Synaptics Incorporated,35.02,$1.21B,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/syna
